ID;session;trial;response;outcome;mean;sd
20;4;59;69;65;63;15
20;4;60;69;67;63;15
20;4;61;72;30;63;15
20;4;62;68;72;63;15
20;4;63;72;68;63;15
20;4;64;71;70;63;15
20;4;65;69;80;63;15
20;4;66;76;61;63;15
20;4;67;67;84;63;15
20;4;68;74;76;63;15
20;4;69;76;67;63;15
20;4;70;70;85;63;15
20;4;71;82;66;63;15
20;4;72;77;82;63;15
20;4;73;68;92;63;15
20;4;74;85;44;63;15
20;4;75;80;30;63;15
20;4;76;36;53;63;15
20;4;77;42;53;63;15
20;4;78;41;60;63;15
20;4;79;51;29;63;15
20;4;80;33;28;63;15
20;4;81;28;89;63;15
20;4;82;39;33;63;15
20;4;83;29;63;63;15
20;4;84;27;47;63;15
20;4;85;41;48;63;15
20;4;86;45;61;63;15
20;4;87;58;77;63;15
20;4;88;42;24;63;15
20;4;89;47;44;63;15
20;4;90;37;66;63;15
20;4;91;47;51;63;15
20;4;92;48;76;63;15
20;4;93;2;47;63;15
20;4;94;53;44;63;15
20;4;95;42;66;63;15
20;4;96;54;64;42;15
20;4;97;59;41;42;15
20;4;98;47;23;42;15
20;4;99;31;71;42;15
20;4;100;34;30;42;15
20;4;101;30;28;36;5
20;4;102;25;39;36;5
20;4;103;33;40;36;5
20;4;104;35;35;36;5
20;4;105;31;35;36;5
20;4;106;34;43;36;5
20;4;107;39;31;36;5
20;4;108;28;35;36;5
20;4;109;32;27;36;5
20;4;110;24;30;36;5
20;4;111;27;32;36;5
20;4;112;30;44;36;5
20;4;113;31;42;36;5
20;4;114;36;37;36;5
20;4;115;26;42;36;5
20;4;116;67;36;36;5
20;4;117;36;29;36;5
20;4;118;31;41;36;5
20;4;119;34;40;36;5
20;4;120;41;27;36;5
20;4;121;30;31;36;5
20;4;122;25;34;36;5
20;4;123;30;32;36;5
20;4;124;30;29;36;5
20;4;125;27;35;36;5
20;4;126;33;29;36;5
20;4;127;30;18;16;5
20;4;128;17;13;16;5
20;4;129;15;15;16;5
20;4;130;10;30;35;15
20;4;131;21;45;35;15
20;4;132;30;29;35;15
20;4;133;31;29;35;15
20;4;134;29;32;35;15
20;4;135;30;37;35;15
20;4;136;34;31;35;15
20;4;137;30;35;35;15
20;4;138;33;33;35;15
20;4;139;28;74;69;5
20;4;140;41;74;69;5
20;4;141;24;67;69;5
20;4;142;67;73;69;5
20;4;143;69;70;69;5
20;4;144;69;63;69;5
20;4;145;64;41;54;15
20;4;146;48;79;54;15
20;4;147;76;37;54;15
20;4;148;34;60;54;15
20;4;149;62;62;54;15
20;4;150;66;62;54;15
20;4;151;60;46;54;15
20;4;152;53;65;54;15
20;4;153;61;30;25;15
20;4;154;29;58;25;15
20;4;155;55;30;25;15
20;4;156;2;25;25;15
20;4;157;44;50;51;15
20;4;158;53;37;51;15
20;4;159;43;42;51;15
20;4;160;41;57;51;15
20;4;161;52;56;51;15
20;4;162;56;81;51;15
20;4;163;74;49;51;15
20;4;164;50;89;51;15
20;4;165;70;55;51;15
20;4;166;59;51;51;15
20;4;167;51;27;51;15
20;4;168;41;36;51;15
20;4;169;26;38;51;15
20;4;170;39;44;51;15
20;4;171;40;74;51;15
20;4;172;65;74;51;15
20;4;173;71;35;51;15
20;4;174;27;60;51;15
20;4;175;50;54;51;15
20;4;176;52;41;51;15
20;4;177;44;51;51;15
20;4;178;54;40;31;15
20;4;179;44;45;31;15
20;4;180;47;51;31;15
20;4;181;51;85;59;15
20;4;182;56;59;59;15
20;4;183;57;46;59;15
20;4;184;55;62;59;15
20;4;185;59;58;59;15
20;4;186;60;39;59;15
20;4;187;62;52;59;15
20;4;188;57;64;59;15
20;4;189;63;48;59;15
20;4;190;53;61;59;15
20;4;191;59;76;59;15
20;4;192;70;59;59;15
20;4;193;59;57;59;15
20;4;194;60;49;59;15
20;4;195;56;55;59;15
20;4;196;57;82;59;15
20;4;197;71;64;59;15
20;4;198;62;56;59;15
20;4;199;60;51;45;5
20;4;200;59;53;45;5
20;4;201;58;36;45;5
20;4;202;38;40;45;5
20;4;203;42;44;45;5
20;4;204;46;41;45;5
20;4;205;39;29;31;15
20;4;206;36;48;31;15
20;4;207;39;36;31;15
20;4;208;34;56;31;15
20;4;209;41;21;31;15
20;4;210;27;31;31;15
20;4;211;26;33;31;15
20;4;212;34;34;31;15
20;4;213;27;16;31;15
20;4;214;24;19;31;15
20;4;215;21;22;31;15
20;4;216;20;5;13;15
20;4;217;11;21;13;15
20;4;218;15;1;13;15
20;4;219;9;22;13;15
20;4;220;20;1;13;15
20;4;221;11;10;13;5
20;4;222;9;7;13;5
20;4;223;6;15;13;5
20;4;224;18;21;13;5
20;4;225;25;11;13;5
20;4;226;12;15;13;5
20;4;227;20;16;13;5
20;4;228;11;2;13;5
20;4;229;6;10;13;5
20;4;230;8;11;13;5
20;4;231;12;13;13;5
20;4;232;11;18;13;5
20;4;233;14;14;13;5
20;4;234;12;23;13;5
20;4;235;17;17;13;5
20;4;236;14;10;13;5
20;4;237;11;16;13;5
20;4;238;10;12;13;5
20;4;239;12;13;13;5
20;4;240;11;8;13;5
21;1;1;53;62;61;5
21;1;2;62;55;61;5
21;1;3;58;52;61;5
21;1;4;55;50;61;5
21;1;5;51;65;61;5
21;1;6;74;55;61;5
21;1;7;61;43;39;15
21;1;8;44;59;39;15
21;1;9;51;32;39;15
21;1;10;32;46;39;15
21;1;11;40;34;39;15
21;1;12;37;72;39;15
21;1;13;70;41;39;15
21;1;14;37;35;39;15
21;1;15;37;34;39;15
21;1;16;33;25;39;15
21;1;17;34;59;39;15
21;1;18;62;47;48;5
21;1;19;57;49;48;5
21;1;20;53;47;48;5
21;1;21;49;44;48;5
21;1;22;46;14;32;15
21;1;23;32;19;32;15
21;1;24;22;5;32;15
21;1;25;22;17;32;15
21;1;26;15;56;78;15
21;1;27;57;63;78;15
21;1;28;57;66;78;15
21;1;29;63;94;78;15
